asic_0_4_89.FWHM: 185.051
asic_0_4_90.FWHM: 170.084
asic_0_4_91.FWHM: 172.152
asic_0_4_92.FWHM: 160.639
asic_0_4_93.FWHM: 162.104
asic_0_4_94.FWHM: 166.533
asic_0_4_95.FWHM: 168.226
asic_0_4_96.FWHM: 167.441
asic_0_4_97.FWHM: 170.302
asic_0_4_98.FWHM: 171.517
asic_0_4_99.FWHM: 176.429
asic_0_4_106.FWHM: 162.255
asic_0_4_108.FWHM: 649.809
asic_0_4_109.FWHM: 657.747
asic_0_4_110.FWHM: 180.543
asic_0_4_111.FWHM: 162.207
asic_0_4_112.FWHM: 163.838
asic_0_4_113.FWHM: 162.259
asic_0_4_116.FWHM: 181.762
asic_0_5_0.FWHM: 88.754
asic_0_5_1.FWHM: 86.3904
asic_0_5_2.FWHM: 89.875
asic_0_5_3.FWHM: 84.2705
asic_0_5_4.FWHM: 83.4545
asic_0_5_5.FWHM: 82.2632
asic_0_5_6.FWHM: 85.5363
asic_0_5_7.FWHM: 87.0251
asic_0_5_8.FWHM: 89.5832
asic_0_5_9.FWHM: 83.7756
asic_0_5_10.FWHM: 82.8849
asic_0_5_11.FWHM: 87.5296
asic_0_5_12.FWHM: 86.9195
asic_0_5_13.FWHM: 88.674
asic_0_5_14.FWHM: 83.2191
asic_0_5_15.FWHM: 87.6259
asic_0_5_16.FWHM: 86.3777
asic_0_5_17.FWHM: 86.0758
asic_0_5_18.FWHM: 89.5904
asic_0_5_19.FWHM: 88.3683
asic_0_5_20.FWHM: 85.0872
asic_0_5_21.FWHM: 82.697
asic_0_5_22.FWHM: 85.1273
asic_0_5_23.FWHM: 85.4556
asic_0_5_24.FWHM: 84.082
asic_0_5_25.FWHM: 81.117
asic_0_5_26.FWHM: 84.522
asic_0_5_27.FWHM: 87.877
asic_0_5_28.FWHM: 90.5955
asic_0_5_29.FWHM: 86.4605
asic_0_5_30.FWHM: 86.3224
asic_0_5_31.FWHM: 86.2329
asic_0_5_32.FWHM: 84.9176
asic_0_5_33.FWHM: 82.7557
asic_0_5_34.FWHM: 89.2385
asic_0_5_35.FWHM: 84.5596
asic_0_5_36.FWHM: 85.6692
asic_0_5_37.FWHM: 83.9533
asic_0_5_38.FWHM: 91.0202
asic_0_5_39.FWHM: -64271.9
asic_0_5_42.FWHM: 91.6461
asic_0_5_43.FWHM: -63645.4
asic_0_5_44.FWHM: 93.9678
asic_0_5_45.FWHM: 88.9251
asic_0_5_46.FWHM: 89.6594
asic_0_5_47.FWHM: 88.8262
asic_0_5_48.FWHM: 88.6178
asic_0_5_49.FWHM: 88.6481
asic_0_5_50.FWHM: 89.0003
asic_0_5_51.FWHM: 86.8129
asic_0_5_52.FWHM: 100.686
asic_0_5_53.FWHM: 89.9052
asic_0_5_54.FWHM: 92.3313
asic_0_5_55.FWHM: 93.7613
asic_0_5_56.FWHM: 94.499
asic_0_5_57.FWHM: 93.0671
asic_0_5_58.FWHM: 88.1024
asic_0_5_59.FWHM: 96.5604
asic_0_5_60.FWHM: 97.6879
asic_0_5_61.FWHM: 91.3934
asic_0_5_62.FWHM: 91.585
asic_0_5_63.FWHM: 91.1202
asic_0_5_64.FWHM: 92.8068
asic_0_5_65.FWHM: 93.5226
asic_0_5_66.FWHM: 89.6043
asic_0_5_67.FWHM: 90.0844
asic_0_5_68.FWHM: 98.1831
asic_0_5_69.FWHM: 95.4905
asic_0_5_70.FWHM: 93.6002
asic_0_5_71.FWHM: 92.2809
asic_0_5_72.FWHM: 96.0672
asic_0_5_73.FWHM: 94.5539
asic_0_5_74.FWHM: 94.5744
asic_0_5_75.FWHM: 93.683
asic_0_5_76.FWHM: 95.0386
asic_0_5_77.FWHM: 95.762
asic_0_5_78.FWHM: 97.5423
asic_0_5_79.FWHM: 101.825
asic_0_5_80.FWHM: 100.644
asic_0_5_81.FWHM: 100.303
asic_0_5_82.FWHM: 101.8
asic_0_5_83.FWHM: 97.171
asic_0_5_84.FWHM: 97.0881
asic_0_5_85.FWHM: 100.151
asic_0_5_86.FWHM: 100.015
asic_0_5_87.FWHM: 101.665
asic_0_5_88.FWHM: 95.8548
asic_0_5_89.FWHM: 97.3691
asic_0_5_90.FWHM: 103.425
asic_0_5_91.FWHM: 107.83
asic_0_5_92.FWHM: 101.128
asic_0_5_93.FWHM: 102.694
asic_0_5_94.FWHM: 103.344
asic_0_5_95.FWHM: 102.448
asic_0_5_96.FWHM: 103.661
asic_0_5_97.FWHM: 101.777
asic_0_5_98.FWHM: 102.496
asic_0_5_99.FWHM: 104.64
asic_0_5_100.FWHM: 109.285
asic_0_5_101.FWHM: 106.973
asic_0_5_102.FWHM: 106.27
asic_0_5_103.FWHM: 107.996
asic_0_5_104.FWHM: 105.119
asic_0_5_105.FWHM: 106.303
asic_0_5_106.FWHM: 113.129
asic_0_5_107.FWHM: 110.36
asic_0_5_108.FWHM: 111.246
asic_0_5_109.FWHM: 104.657
asic_0_5_110.FWHM: 107.191
asic_0_5_111.FWHM: 113.138
asic_0_5_112.FWHM: 110.008
asic_0_5_113.FWHM: 119.79
asic_0_5_114.FWHM: 104.667
asic_0_5_115.FWHM: 112.767
asic_0_5_116.FWHM: 122.703
asic_0_5_117.FWHM: 115.036
asic_0_5_118.FWHM: 122.716
asic_0_5_119.FWHM: 108.963
asic_0_5_120.FWHM: 116.246
asic_0_5_121.FWHM: 116.756
asic_0_5_122.FWHM: 109.241
asic_0_5_123.FWHM: 112.913
asic_0_5_124.FWHM: 127.652
asic_0_5_125.FWHM: 111.313
asic_0_5_126.FWHM: 121.16
asic_0_5_127.FWHM: 138.37
asic_1_0_0.FWHM: 155.116
asic_1_0_1.FWHM: 150.257
asic_1_0_2.FWHM: 157.919
asic_1_0_3.FWHM: 162.684
asic_1_0_4.FWHM: 163.069
asic_1_0_5.FWHM: 160.935
asic_1_0_6.FWHM: 164.417
asic_1_0_7.FWHM: 165.169
asic_1_0_8.FWHM: 166.627
asic_1_0_9.FWHM: 164.84
asic_1_0_10.FWHM: 168.9
asic_1_0_11.FWHM: 174.361
asic_1_0_12.FWHM: 173.555
asic_1_0_13.FWHM: 175.071
asic_1_0_14.FWHM: 177.287
asic_1_0_15.FWHM: 173.59
asic_1_0_16.FWHM: 176.245
asic_1_0_17.FWHM: 167.769
asic_1_0_18.FWHM: 178.551
asic_1_0_19.FWHM: 182.967
asic_1_0_20.FWHM: 185.075
asic_1_0_21.FWHM: 173.718
asic_1_0_22.FWHM: 182.279
asic_1_0_23.FWHM: 181.238
asic_1_0_24.FWHM: 172.824
asic_1_0_25.FWHM: 173.925
asic_1_0_26.FWHM: 177.642
asic_1_0_27.FWHM: 174.064
asic_1_0_28.FWHM: 175.369
asic_1_0_29.FWHM: 173.219
asic_1_0_30.FWHM: 172.328
asic_1_0_31.FWHM: 178.042
asic_1_0_32.FWHM: 177.338
asic_1_0_33.FWHM: 181.45
asic_1_0_34.FWHM: 177.013
asic_1_0_35.FWHM: 170.012
asic_1_0_36.FWHM: 167.935
asic_1_0_37.FWHM: 176.931
asic_1_0_38.FWHM: 176.383
asic_1_0_39.FWHM: 175.346
asic_1_0_40.FWHM: 171.006
asic_1_0_41.FWHM: 173.947
asic_1_0_42.FWHM: 175.741
asic_1_0_43.FWHM: 176.048
asic_1_0_44.FWHM: 174.606
asic_1_0_45.FWHM: 177.34
asic_1_0_46.FWHM: 175.324
asic_1_0_47.FWHM: 166.651
asic_1_0_48.FWHM: 172.165
asic_1_0_49.FWHM: 171.52
asic_1_0_50.FWHM: 161.296
asic_1_0_51.FWHM: 169.329
asic_1_0_52.FWHM: 169.521
asic_1_0_53.FWHM: 172.15
asic_1_0_54.FWHM: 167.355
asic_1_0_55.FWHM: 172.1
asic_1_0_56.FWHM: 167.402
asic_1_0_57.FWHM: 162.615
asic_1_0_58.FWHM: 169.128
asic_1_0_59.FWHM: 167.772
asic_1_0_60.FWHM: 165.138
asic_1_0_61.FWHM: 165.781
asic_1_0_62.FWHM: 161.536
asic_1_0_63.FWHM: 165.525
asic_1_0_64.FWHM: 171.213
asic_1_0_65.FWHM: 162.174
asic_1_0_66.FWHM: 164.48
asic_1_0_67.FWHM: 167.883
asic_1_0_68.FWHM: 158.09
asic_1_0_69.FWHM: 155.344
